Date,Adj Close,Close,High,Low,Open,Volume
12/1/2020,3.555413008,3.555413008,3.975910902,3.476761103,3.772612095,1042619601
12/2/2020,3.936939955,3.936939955,4.168472767,3.513475895,3.555058002,729926104
12/3/2020,3.891982079,3.891982079,4.019714832,3.808588028,3.940069914,587622999
12/4/2020,3.528131962,3.528131962,3.916184902,3.507199049,3.892267942,595341444
12/5/2020,3.681674004,3.681674004,3.696547031,3.457031012,3.528135061,420480161
12/6/2020,3.653107882,3.653107882,3.777265072,3.512129068,3.681869984,423227915
12/7/2020,3.764540911,3.764540911,3.871731997,3.570890903,3.653027058,411938302
12/8/2020,3.284986019,3.284986019,3.76422596,3.282556057,3.76422596,546521147
12/9/2020,3.355417013,3.355417013,3.390822887,3.132343054,3.285406113,516081303
12/10/2020,3.243609905,3.243609905,3.36777091,3.191631079,3.3558321,365002774
12/11/2020,2.972109079,2.972109079,3.243865013,2.926481962,3.243865013,506458332
12/12/2020,3.122534037,3.122534037,3.174077988,2.965924978,2.970149994,299773732
12/13/2020,3.33782196,3.33782196,3.362190962,3.074027061,3.122936964,363657249
12/14/2020,3.485263109,3.485263109,3.520553112,3.247210026,3.338558912,364601424
12/15/2020,3.331509113,3.331509113,3.516303062,3.319636106,3.484302044,331368559
12/16/2020,3.528551102,3.528551102,3.533179998,3.251211882,3.331180096,569026021
12/17/2020,3.691510916,3.691510916,3.993046045,3.445749998,3.528724909,1276882131
12/18/2020,3.767314911,3.767314911,3.842437983,3.5554111,3.692718029,764765772
12/19/2020,3.963892937,3.963892937,4.236106873,3.710212946,3.765475988,860199471
12/20/2020,3.765688896,3.765688896,4.015781879,3.728189945,3.963598967,701901571
12/21/2020,3.52324605,3.52324605,3.918401957,3.448854923,3.76621294,757127158
12/22/2020,3.730613947,3.730613947,3.773410082,3.299046993,3.520195007,734453823
12/23/2020,3.313970089,3.313970089,3.769714117,3.026776075,3.729353905,838383816
12/24/2020,3.521431923,3.521431923,3.521431923,3.167932987,3.31553793,673684478
12/25/2020,3.503699064,3.503699064,3.63597393,3.383539915,3.521482944,597006834
12/26/2020,3.406964064,3.406964064,3.599781036,3.362394094,3.50356102,531596588
12/27/2020,3.594640017,3.594640017,3.770991087,3.376054049,3.406892061,966315810
12/28/2020,3.728359938,3.728359938,3.913331985,3.578972101,3.594868898,859661085
12/29/2020,3.670804977,3.670804977,3.823270082,3.502979994,3.72754693,686584801
12/30/2020,4.140557766,4.140557766,4.335419178,3.639353037,3.670331001,763321282
12/31/2020,5.168336868,5.168336868,5.283740997,3.956317902,4.13722086,1385543383
1/1/2021,4.73624897,4.73624897,5.267972946,4.642069817,5.166861057,840105754
1/2/2021,4.84521389,4.84521389,5.169604778,4.491320133,4.734602928,1418519092
1/3/2021,5.447031021,5.447031021,5.612782001,4.672136784,4.846653938,2184123153
1/4/2021,5.406566143,5.406566143,6.169184208,4.931338787,5.473822117,3707353731
1/5/2021,6.279291153,6.279291153,6.552183151,5.25441885,5.419077873,2956879541
1/6/2021,6.409375191,6.409375191,6.589841843,6.054644108,6.283923149,2462933930
1/7/2021,6.267714977,6.267714977,6.77152586,6.121334076,6.410783768,2482937539
1/8/2021,5.887611866,5.887611866,6.34864521,5.512185097,6.266411781,3002482252
1/9/2021,6.251299858,6.251299858,6.348601818,5.689183235,5.888730049,1895112493
1/10/2021,5.991162777,5.991162777,6.583533764,5.608452797,6.249646187,2348003198
1/11/2021,5.251505852,5.251505852,5.992303848,4.467273235,5.992303848,4720287192
1/12/2021,5.545368195,5.545368195,5.798563957,4.98210001,5.244943142,2485771003
1/13/2021,6.324849129,6.324849129,6.373973846,5.284133911,5.544743061,1668136049
1/14/2021,6.871520042,6.871520042,7.106485844,6.196147919,6.325997829,2149188358
1/15/2021,7.360075951,7.360075951,7.465507984,6.462271214,6.898014069,2902758852
1/16/2021,8.418657303,8.418657303,9.218207359,7.240478039,7.358147144,2964752879
1/17/2021,8.662061691,8.662061691,9.156500816,8.103499413,8.430259705,2577838949
1/18/2021,9.215628624,9.215628624,9.837618828,8.360154152,8.66549778,2128019523
1/19/2021,8.641349792,8.641349792,9.631080627,8.513303757,9.207583427,4178260771
1/20/2021,8.982520103,8.982520103,9.01918602,7.68351078,8.623179436,4173020646
1/21/2021,7.602399826,7.602399826,9.012999535,7.411488056,8.98602581,3679537998
1/22/2021,8.716978073,8.716978073,9.012525558,7.116549015,7.59045887,3361566673
1/23/2021,9.304679871,9.304679871,9.507476807,8.547473907,8.705842018,1955096498
1/24/2021,12.04650879,12.04650879,12.2409668,9.194898605,9.309423447,3944520029
1/25/2021,11.352211,11.352211,12.88794231,10.92244816,12.02785778,4870764024
1/26/2021,13.84000206,13.84000206,14.19339561,11.26380825,11.33946896,5870212559
1/27/2021,14.8334837,14.8334837,15.4982233,13.13570023,13.86012745,6372857509
1/28/2021,14.2047739,14.2047739,15.3789587,13.68282795,14.82508183,2104591929
1/29/2021,15.71157837,15.71157837,15.71157837,14.12673283,14.19364929,1854912081
1/30/2021,19.4623394,19.4623394,19.55116272,15.1135788,15.67745399,2232275172
1/31/2021,17.6662941,17.6662941,20.38612747,17.52891159,19.48667145,2248905216
2/1/2021,20.4156723,20.4156723,20.69341278,16.72660637,17.69935417,2217716966
2/2/2021,19.08366203,19.08366203,20.49295998,18.13624382,20.43139076,1674573149
2/3/2021,19.76590729,19.76590729,20.46472168,18.76548386,19.06243324,1414097283
2/4/2021,20.14545441,20.14545441,21.51125717,19.5286274,19.77549934,1355026915
2/5/2021,21.18557358,21.18557358,22.27495956,19.79581642,20.1397934,1243281252
2/6/2021,19.30009842,19.30009842,21.58681488,19.27298164,21.17758942,1073623434
2/7/2021,18.68686485,18.68686485,19.62639046,17.16372299,19.2823391,1078369272
2/8/2021,19.3452816,19.3452816,20.11274147,18.18270683,18.6707058,1100318952
2/9/2021,19.53385735,19.53385735,19.91466522,18.9374218,19.35104561,822779049
2/10/2021,20.74180031,20.74180031,22.36044884,19.52215195,19.52215195,1513117186
2/11/2021,21.55499649,21.55499649,21.91075134,20.20966148,20.72442818,940200135
2/12/2021,22.74601936,22.74601936,23.59542084,21.26839066,21.54099464,1324482439
2/13/2021,21.80675316,21.80675316,23.47135162,21.33660889,22.7318306,969494116
2/14/2021,20.93077469,20.93077469,22.57197189,20.83056068,21.8063221,782187072
2/15/2021,20.06204414,20.06204414,21.47204208,17.62528229,20.9005909,1274415766
2/16/2021,20.45751953,20.45751953,21.28141785,19.48818779,20.04433632,881473851
2/17/2021,21.48852539,21.48852539,21.73776627,19.26185036,20.46384621,855158976
2/18/2021,21.16178513,21.16178513,22.23485374,20.66959572,21.48812103,593118926
2/19/2021,20.07491112,20.07491112,21.49894524,19.43956947,21.18318176,767599936
2/20/2021,29.14038467,29.14038467,32.6326828,19.56889343,20.07264328,4080070578
2/21/2021,28.82971573,28.82971573,31.94686508,28.02164459,28.91055107,2165245356
2/22/2021,27.71704674,27.71704674,28.98948479,22.42612648,28.81612968,2088659958
2/23/2021,24.5766449,24.5766449,27.74392509,18.53455162,27.70821381,2670108296
2/24/2021,25.25514603,25.25514603,27.28931999,23.15284538,24.65188026,1423106271
2/25/2021,23.27116966,23.27116966,26.83770943,23.27116966,25.24555206,984151754
2/26/2021,23.07451248,23.07451248,25.12182999,21.10540009,23.41630554,1101820829
2/27/2021,23.45471954,23.45471954,24.72790146,22.43640137,23.09899139,761796613
2/28/2021,22.18955994,22.18955994,24.05384445,20.62916946,23.50802612,901637423
3/1/2021,25.44464302,25.44464302,25.45311356,22.14498901,22.21850395,839066478
3/2/2021,25.60691261,25.60691261,27.35147285,24.64336586,25.49113846,1232183265
3/3/2021,25.46640968,25.46640968,27.5700016,25.35511589,25.58643723,754004618
3/4/2021,28.26248169,28.26248169,29.66740608,24.81820107,25.42898941,1805032641
3/5/2021,28.34505463,28.34505463,28.72995377,25.95362091,28.25119019,1189024359
3/6/2021,28.47710609,28.47710609,28.94862175,27.23840141,28.31118202,668584460
3/7/2021,34.27825546,34.27825546,34.7677803,28.5160923,28.5160923,1593346979
3/8/2021,33.2932663,33.2932663,34.8734169,32.25296402,34.28323364,1249974446
3/9/2021,32.86460495,32.86460495,34.65372086,32.4123764,33.29075623,912214251
3/10/2021,30.96709824,30.96709824,33.49211121,30.45692444,32.87618256,776104817
3/11/2021,31.02901268,31.02901268,31.75115395,29.61973381,30.90843582,688330980
3/12/2021,31.0078373,31.0078373,31.88264275,29.42279434,31.04164696,630829033
3/13/2021,32.52656937,32.52656937,33.25103378,30.25435829,30.9786129,743952567
3/14/2021,30.79602242,30.79602242,33.67921066,30.79602242,32.50917053,558846418
3/15/2021,29.81665611,29.81665611,31.4630909,29.65038872,30.75414658,623504911
3/16/2021,29.93006325,29.93006325,30.01132393,28.10150719,29.83073616,549084935
3/17/2021,31.33999443,31.33999443,31.5486908,29.62311554,29.94373703,763515293
3/18/2021,30.02918243,30.02918243,31.51703453,29.8192749,31.24957848,408556939
3/19/2021,33.25637817,33.25637817,34.13870239,29.5676384,30.01091766,811698241
3/20/2021,32.1955719,32.1955719,35.1247406,31.99809647,33.32646179,849531037
3/21/2021,32.68375015,32.68375015,33.31988907,31.36582565,32.21406174,488482019
3/22/2021,32.96406555,32.96406555,35.86034012,31.85307884,32.72428131,1102796186
3/23/2021,31.10017776,31.10017776,36.41491318,30.52696419,32.92839432,1671747241
3/24/2021,27.59833717,27.59833717,31.87839127,26.06624031,31.05727768,1266483732
3/25/2021,26.67650032,26.67650032,27.88510895,25.72228813,27.4375515,926532573
3/26/2021,28.96528816,28.96528816,29.03029633,26.59673691,26.64678574,647332550
3/27/2021,28.13306046,28.13306046,29.47951126,27.81387711,28.92785645,507932900
3/28/2021,27.84012413,27.84012413,29.04605484,27.4451828,28.13580513,412582101
3/29/2021,29.12337112,29.12337112,29.62220192,27.60345078,27.84029388,520880675
3/30/2021,28.48761559,28.48761559,29.27234459,28.10792351,29.11867332,504391381
3/31/2021,27.98652267,27.98652267,28.97114944,27.02039909,28.48599815,560514223
4/1/2021,28.73943138,28.73943138,30.26821327,27.98485565,27.98485565,751718828
4/2/2021,30.17564583,30.17564583,30.20549202,28.70728302,28.73680305,535780413
4/3/2021,29.5498848,29.5498848,32.50379944,29.54443741,30.16325188,901722734
4/4/2021,31.06555557,31.06555557,31.60142136,29.30684471,29.53693581,457926443
4/5/2021,30.79484558,30.79484558,31.52869225,29.68627739,31.07190514,497831517
4/6/2021,31.32274818,31.32274818,32.35935593,30.29415894,30.81817245,562448082
4/7/2021,28.59392548,28.59392548,31.41863441,27.87626839,31.29211044,679675888
4/8/2021,30.22243118,30.22243118,30.29578972,28.39754105,28.61369705,421298840
4/9/2021,29.56221962,29.56221962,30.51779556,29.36469841,30.21923447,322122933
4/10/2021,29.79239082,29.79239082,30.81261635,29.21863174,29.55441475,439672477
4/11/2021,29.97910118,29.97910118,30.71073341,29.25380135,29.7699337,447643489
4/12/2021,36.75481415,36.75481415,38.12841415,29.61003685,29.96845055,2185144995
4/13/2021,35.32226181,35.32226181,37.13001251,34.30763626,36.67646408,1201797905
4/14/2021,36.15106583,36.15106583,36.78420258,33.38737869,35.4036293,1060830034
4/15/2021,37.8483696,37.8483696,39.51907349,35.69551086,36.14057541,1267323240
4/16/2021,36.27965927,36.27965927,38.20467377,34.40658188,37.76399231,977289792
4/17/2021,35.09549332,35.09549332,37.56063843,34.93328476,36.23434448,653849649
4/18/2021,31.74631882,31.74631882,35.46338654,27.69431305,35.15216827,1446701095
4/19/2021,31.44609642,31.44609642,32.69434357,29.46617889,31.63400078,847494415
4/20/2021,31.96318817,31.96318817,32.22580338,28.40341187,31.38696861,921466440
4/21/2021,33.60398865,33.60398865,36.43017578,30.55976295,31.98454666,1456435098
4/22/2021,34.13132095,34.13132095,38.39358139,32.7878952,33.42213821,2169942710
4/23/2021,32.88169098,32.88169098,34.77540588,29.85457611,34.0040741,1631826790
4/24/2021,30.1158371,30.1158371,32.93904877,29.97294617,32.93904877,636577406
4/25/2021,33.88875198,33.88875198,34.74232101,30.04205894,30.13408661,1068206314
4/26/2021,37.94541168,37.94541168,38.44620514,34.17159653,34.33792114,1159890689
4/27/2021,39.61473083,39.61473083,40.47472,37.34711075,38.18788147,1159853793
4/28/2021,42.80321121,42.80321121,42.90787125,37.79453659,39.62831497,1657342891
4/29/2021,41.03312683,41.03312683,43.89278412,39.6575737,42.84917831,1081575233
4/30/2021,40.69766617,40.69766617,41.33313751,39.17109299,41.04032898,1014223950
5/1/2021,40.1997757,40.1997757,41.25106812,39.24566269,40.64195251,747988502
5/2/2021,42.32731247,42.32731247,43.23555756,39.33680725,40.3293457,1047562019
5/3/2021,42.31752777,42.31752777,44.97406387,41.33407211,42.55731201,1178971606
5/4/2021,43.164505,43.164505,44.55617905,39.96811676,42.28967667,1714504137
5/5/2021,42.4961853,42.4961853,44.89919662,41.57613373,43.08332443,1469755008
5/6/2021,40.22020721,40.22020721,42.5003891,39.97826004,42.44493866,1165197475
5/7/2021,39.78305435,39.78305435,41.20637131,38.33505249,40.23377991,993781915
5/8/2021,40.40708923,40.40708923,41.23284531,39.19058228,39.76074219,743543345
5/9/2021,39.43003464,39.43003464,40.69757462,38.23710251,40.47444916,663372004
5/10/2021,36.38795471,36.38795471,41.13354111,33.60327148,39.42240524,952681487
5/11/2021,38.48997879,38.48997879,38.50988388,35.49631119,36.35159683,705090608
5/12/2021,36.03806686,36.03806686,43.9957695,36.03806686,38.51666641,1851746863
5/13/2021,37.3691597,37.3691597,40.27267456,34.47757721,36.96122742,1409570978
5/14/2021,40.32621384,40.32621384,40.82982635,37.16485214,37.33851624,804342782
5/15/2021,36.57718277,36.57718277,42.36677933,36.57718277,40.40036392,1049908753
5/16/2021,36.56150436,36.56150436,39.37513351,34.54366302,36.5533905,822738819
5/17/2021,33.2856369,33.2856369,36.56296539,32.01305771,36.56296539,974771404
5/18/2021,35.07202911,35.07202911,36.57752991,33.03281021,33.24620819,842688704
5/19/2021,23.42795753,23.42795753,35.48546982,16.66670227,35.07121277,2241014905
5/20/2021,26.39457321,26.39457321,28.44624519,20.10540581,23.1628418,1338078607
5/21/2021,21.90126038,21.90126038,27.95084763,18.89556694,26.35551071,1076267674
5/22/2021,20.38345528,20.38345528,22.36153412,18.51425362,21.96459198,791748160
5/23/2021,16.83633423,16.83633423,21.30185318,13.09218502,20.38058662,1320921899
5/24/2021,24.62764931,24.62764931,25.12926292,16.57416534,16.73633385,1526035442
5/25/2021,25.19501686,25.19501686,26.65927315,21.62414932,24.65716362,1386905999
5/26/2021,29.36829567,29.36829567,29.36829567,24.61406136,25.16353989,1071924820
5/27/2021,28.37033463,28.37033463,29.90450287,26.21504021,29.45165825,999766482
5/28/2021,25.92494583,25.92494583,29.40248489,24.97636795,28.47447968,1076488584
5/29/2021,23.17946434,23.17946434,27.53237152,21.8544445,25.89754677,817413607
5/30/2021,25.74251938,25.74251938,26.55674744,21.7802639,23.17567825,782067312
5/31/2021,28.36971092,28.36971092,28.40470695,23.46397018,25.71764374,1058080597
6/1/2021,27.39523315,27.39523315,28.72455025,26.0118866,28.27464867,753430864
6/2/2021,27.63147926,27.63147926,28.79910278,26.37642288,27.41344452,558113727
6/3/2021,28.63080978,28.63080978,29.3577919,26.95254517,27.64218712,541834896
6/4/2021,26.44299507,26.44299507,28.67793465,25.14802551,28.67793465,603761573
6/5/2021,25.60755157,25.60755157,27.68156815,25.23197365,26.46143532,448910761
6/6/2021,25.91248131,25.91248131,26.43600655,25.4151268,25.64622688,333386144
6/7/2021,24.19516563,24.19516563,27.34189224,24.0113678,25.90322495,479599704
6/8/2021,23.53021812,23.53021812,24.61929893,20.7390995,24.2771759,583658979
6/9/2021,25.12730217,25.12730217,25.2274189,22.26832962,23.43911362,697734988
6/10/2021,23.59715843,23.59715843,25.24600792,23.19041443,25.11921883,399429441
6/11/2021,21.85096931,21.85096931,23.8635006,21.45595932,23.60892105,390923862
6/12/2021,21.32251549,21.32251549,21.90921783,20.31240273,21.87485123,379030854
6/13/2021,23.2743206,23.2743206,23.60087776,20.51679039,21.30859184,408171937
6/14/2021,23.40723801,23.40723801,24.22007179,22.60933495,23.26169777,418305189
6/15/2021,24.18085289,24.18085289,24.68617821,23.19610786,24.10638428,405740380
6/16/2021,21.8322258,21.8322258,23.5657711,21.70048141,23.45809364,344163561
6/17/2021,22.15489006,22.15489006,22.91966629,21.4980793,21.85268784,247003560
6/18/2021,20.39336014,20.39336014,22.26138306,19.64600754,22.18653488,330277776
6/19/2021,19.91080666,19.91080666,20.97942352,19.86441422,20.42141533,268928419
6/20/2021,20.80651283,20.80651283,21.05272675,18.68423462,19.84389114,368331090
6/21/2021,15.85063839,15.85063839,20.87956238,15.78539467,20.74150658,566312286
6/22/2021,16.38027573,16.38027573,17.1034565,13.99998283,15.80281162,706248217
6/23/2021,17.87169647,17.87169647,18.48822403,15.83635807,16.40379333,511611142
6/24/2021,18.0547142,18.0547142,18.55271339,16.65882492,17.81451797,366440877
6/25/2021,15.90519047,15.90519047,18.33786011,15.7320528,18.06206512,370292098
6/26/2021,16.10042381,16.10042381,16.4516964,15.13650227,15.86692619,284658409
6/27/2021,17.09566689,17.09566689,17.09566689,15.66884041,16.15028191,255240542
6/28/2021,17.68386078,17.68386078,18.13493156,16.88133812,17.09621239,306684346
6/29/2021,18.55433083,18.55433083,19.18585205,17.68160057,17.73524857,383182157
6/30/2021,19.27835846,19.27835846,19.28543282,17.19900131,18.64437294,397542621
7/1/2021,17.87039948,17.87039948,19.27789879,17.58957863,19.27789879,364624991
7/2/2021,18.24172592,18.24172592,18.24357033,16.98381805,17.83307266,307045716
7/3/2021,19.52475739,19.52475739,19.52475739,17.84998703,18.22733879,344855379
7/4/2021,20.77187347,20.77187347,21.48141098,18.94737053,19.4799366,540490915
7/5/2021,20.09518051,20.09518051,20.8677845,19.1809082,20.76741982,545274387
7/6/2021,22.40018654,22.40018654,23.18855858,20.07554436,20.08839035,815123869
7/7/2021,22.23114586,22.23114586,23.38809967,21.76441383,22.3990078,484900571
7/8/2021,20.40013123,20.40013123,22.29719162,19.99328613,22.27645874,491809315
7/9/2021,20.98546982,20.98546982,21.54406738,19.80423355,20.3524456,439238859
7/10/2021,20.24377441,20.24377441,21.51373482,19.98267365,20.99674416,259378363
7/11/2021,20.68103981,20.68103981,20.94205093,20.00888252,20.24320221,268848504
7/12/2021,19.5876236,19.5876236,21.39500809,19.25403595,20.69620705,356522125
7/13/2021,18.43855667,18.43855667,19.70331764,18.20126152,19.5787468,348010795
7/14/2021,17.86868477,17.86868477,18.52233315,16.77999306,18.46722984,452806171
7/15/2021,16.99602318,16.99602318,18.37451935,16.82573128,17.89285469,404867307
7/16/2021,16.40836716,16.40836716,17.58660889,15.94765186,17.04832458,382003612
7/17/2021,16.10651779,16.10651779,16.74807358,15.95964241,16.36207008,335054881
7/18/2021,16.36115837,16.36115837,17.16274071,16.08810616,16.12591934,319630224
7/19/2021,15.68914032,15.68914032,16.76449013,15.43344212,16.32302666,353935381
7/20/2021,14.59984398,14.59984398,15.94956779,14.44847679,15.7282753,371509356
7/21/2021,16.6794796,16.6794796,16.8633194,14.05224323,14.56502628,416317964
7/22/2021,17.59596825,17.59596825,17.60135078,16.13322258,16.71155357,371465656
7/23/2021,18.62362862,18.62362862,18.69587517,16.97567749,17.5846405,394618360
7/24/2021,18.2786026,18.2786026,18.91954613,18.06842613,18.58798218,325806068
7/25/2021,18.27025604,18.27025604,18.43268967,17.25753975,18.24231911,318191966
7/26/2021,18.56839561,18.56839561,20.26670074,18.19087601,18.28852463,564412316
7/27/2021,18.8825798,18.8825798,19.22001839,17.74430466,18.52883339,426135637
7/28/2021,19.01560783,19.01560783,19.43584824,18.55736351,18.90916252,431734062
7/29/2021,19.54263878,19.54263878,19.71870995,18.67314148,19.04873276,388361237
7/30/2021,20.97228241,20.97228241,21.03372002,19.41569138,19.5855484,528084944
7/31/2021,21.81168365,21.81168365,21.95455742,20.72895432,20.92483711,417548123
8/1/2021,22.03234673,22.03234673,23.20656776,21.59137917,21.74638176,490870113
8/2/2021,22.40984535,22.40984535,23.08775139,21.42799187,22.00235176,430925094
8/3/2021,21.27823257,21.27823257,22.72880745,20.70793724,22.4008522,497818522
8/4/2021,23.52620316,23.52620316,23.71202087,20.81300926,21.32986832,544646703
8/5/2021,25.44015694,25.44015694,25.50761604,22.1438427,23.53813934,701727726
8/6/2021,26.16093254,26.16093254,26.86307144,24.552742,25.43819618,507687348
8/7/2021,28.18548393,28.18548393,28.99615097,25.8231411,26.16818428,657129565
8/8/2021,26.72259331,26.72259331,28.63132286,26.0227108,28.29581451,452883068
8/9/2021,28.40253067,28.40253067,28.76721954,25.40143967,26.70085335,575462715
8/10/2021,28.75829506,28.75829506,30.19295692,28.21663666,28.34989738,735525295
8/11/2021,29.00050354,29.00050354,30.38184166,28.73285294,28.76358414,673710086
8/12/2021,28.04737854,28.04737854,29.88518333,26.91255188,28.99833679,585208513
8/13/2021,30.5745945,30.5745945,30.59291077,27.8656044,28.11260414,563806530
8/14/2021,30.1375618,30.1375618,30.62404633,28.74241829,30.50910759,481398153
8/15/2021,30.2521534,30.2521534,30.4181881,28.33039665,30.12718582,420500473
8/16/2021,29.20354843,29.20354843,31.24569702,29.06144333,30.26924133,560417709
8/17/2021,26.41947746,26.41947746,30.79598045,25.95962524,29.0963974,699103599
8/18/2021,26.58272934,26.58272934,27.33409309,25.51616478,26.41295433,647938309
8/19/2021,27.95723724,27.95723724,27.95726776,25.33294106,26.31564713,522441763
8/20/2021,28.86710358,28.86710358,29.13118553,27.56827545,27.94953918,450316189
8/21/2021,28.24882507,28.24882507,29.73579025,28.22499275,28.90159225,420152579
8/22/2021,28.42609978,28.42609978,29.1689415,27.31715393,28.2433548,394811045
8/23/2021,28.78557205,28.78557205,29.61463356,28.40656662,28.42615891,391967807
8/24/2021,26.64594841,26.64594841,29.23107719,26.54987907,28.83498192,439737889
8/25/2021,27.02334023,27.02334023,27.44362831,25.72178268,26.65049744,346837564
8/26/2021,25.56266403,25.56266403,27.61824608,25.18166924,27.07720375,373468350
8/27/2021,27.36817741,27.36817741,27.47726059,25.06417656,25.55290031,370325245
8/28/2021,26.81664467,26.81664467,27.58394623,26.68523788,27.41484833,232978478
8/29/2021,26.81300926,26.81300926,27.66371346,26.21241379,26.82559013,302596119
8/30/2021,26.77794456,26.77794456,28.21672821,25.64012718,26.81405258,422069860
8/31/2021,29.42051888,29.42051888,29.71265221,26.30262566,26.81520081,785364067
9/1/2021,31.29646873,31.29646873,31.29646873,28.73385048,29.34346962,898552594
9/2/2021,29.98378181,29.98378181,31.38794708,29.60779572,31.33651161,460923590
9/3/2021,28.66644859,28.66644859,31.15368271,28.38007164,29.95080376,996796086
9/4/2021,28.61515045,28.61515045,29.44403458,28.28008842,28.65624428,497493157
9/5/2021,29.36446381,29.36446381,29.47617722,28.36702347,28.57333946,445642192
9/6/2021,28.85600853,28.85600853,30.27712631,28.57117844,29.36380768,724297233
9/7/2021,24.24998665,24.24998665,29.31667519,21.50341415,28.82830238,1369858233
9/8/2021,23.1771431,23.1771431,24.93253136,21.44886398,24.23573685,814511850
9/9/2021,23.30948448,23.30948448,24.68158913,22.79892921,22.86727905,633684687
9/10/2021,22.31696892,22.31696892,24.24502754,21.54556847,23.32797432,531194133
9/11/2021,22.7498951,22.7498951,23.86668015,22.28849411,22.30113411,369421964
9/12/2021,23.6888237,23.6888237,24.19687843,22.18553925,22.75782776,450727925
9/13/2021,22.65661621,22.65661621,23.98318672,21.48966408,23.73786926,500276639
9/14/2021,25.65300941,25.65300941,25.91972351,22.51598549,22.67208672,586779522
9/15/2021,27.46451378,27.46451378,27.46451378,24.73142052,25.66087723,632916031
9/16/2021,26.27401733,26.27401733,27.60081291,25.44282532,27.46907234,640739164
9/17/2021,24.28819466,24.28819466,26.35536957,24.01986313,26.24801636,500880687
9/18/2021,24.54183578,24.54183578,25.14886856,23.9991436,24.28952408,295373763
9/19/2021,23.92476463,23.92476463,24.59535027,23.56744194,24.52411652,264342780
9/20/2021,20.76280022,20.76280022,23.97558594,20.57309914,23.90734863,596230982
9/21/2021,19.0365715,19.0365715,21.60667992,18.46617508,20.89242744,547836013
9/22/2021,21.63762283,21.63762283,21.63762283,18.8705368,19.05273438,481907141
9/23/2021,21.53046608,21.53046608,21.83462524,20.92565346,21.63706589,294213264
9/24/2021,19.67172813,19.67172813,21.6283741,18.28533554,21.52044106,482871221
9/25/2021,19.50146484,19.50146484,20.11855507,18.99733353,19.67203903,297546092
9/26/2021,24.02917862,24.02917862,24.67300987,17.77184486,19.50070953,1607015164
9/27/2021,22.44522285,22.44522285,25.97813416,22.29507828,24.13514328,1098024907
9/28/2021,23.05898666,23.05898666,24.96854782,22.2765274,22.40641022,1343802036
9/29/2021,23.04968643,23.04968643,24.26113892,22.36488724,23.12397194,853259462
9/30/2021,23.52705383,23.52705383,23.93357277,22.6472187,23.02120399,551151572
10/1/2021,25.6360817,25.6360817,25.78852463,23.51545334,23.53662109,704377664
10/2/2021,26.17856026,26.17856026,27.21315384,25.39830208,25.61901093,664421727
10/3/2021,26.00412941,26.00412941,26.60785866,25.73013306,26.1549511,402608636
10/4/2021,25.30326653,25.30326653,26.01909447,24.32195854,26.01359558,456608399
10/5/2021,25.66479111,25.66479111,25.85071373,24.62877846,25.33140945,401440871
10/6/2021,25.28768921,25.28768921,25.95323944,23.87495995,25.65470314,479199274
10/7/2021,25.53518486,25.53518486,26.27894783,24.5189743,25.25749779,417397076
10/8/2021,24.76791,24.76791,26.06580734,24.67115974,25.52531624,368392614
10/9/2021,25.13216782,25.13216782,25.64576912,24.59115982,24.76795959,291060424
10/10/2021,24.25234032,24.25234032,25.98551369,24.14455605,25.1301899,354545524
10/11/2021,24.15532684,24.15532684,25.04739952,23.58395386,24.19698143,326615164
10/12/2021,23.46637726,23.46637726,24.19545555,22.34046555,24.19545555,323630450
10/13/2021,24.67486191,24.67486191,25.68964195,23.20665359,23.46837616,671655138
10/14/2021,26.40126991,26.40126991,26.45811844,24.55265617,24.68401527,513293234
10/15/2021,25.8493557,25.8493557,26.82265282,25.47941589,26.41178322,493881417
10/16/2021,27.01223755,27.01223755,27.8872242,25.73066521,25.85874748,513409934
10/17/2021,25.92712975,25.92712975,27.11939812,25.10878944,27.05056572,394964386
10/18/2021,25.65212059,25.65212059,26.21958923,24.92784882,25.91794205,262817791
10/19/2021,26.07010651,26.07010651,26.27739716,25.31071091,25.6605854,251703468
10/20/2021,27.03713226,27.03713226,27.10074043,25.57171631,26.02304459,307369982
10/21/2021,26.11113358,26.11113358,27.74385834,25.85341072,27.13404655,389710903
10/22/2021,25.63715744,25.63715744,26.81669807,25.35079193,26.10161018,342294131
10/23/2021,26.84177399,26.84177399,26.88799095,25.29541588,25.62821388,255689526
10/24/2021,25.83725357,25.83725357,27.2440033,25.39160538,26.86997795,250045762
10/25/2021,26.70535469,26.70535469,26.70535469,25.7057991,25.78831673,231343141
10/26/2021,26.55750656,26.55750656,28.27713394,26.29890633,26.72239685,553145671
10/27/2021,24.15403175,24.15403175,28.2947216,23.78853226,26.56675148,678496587
10/28/2021,24.93994713,24.93994713,25.35641098,24.00836563,24.14328766,426505180
10/29/2021,25.41260338,25.41260338,25.79924965,24.72514153,24.90319824,291901890
10/30/2021,24.90863609,24.90863609,25.55162621,24.50142479,25.43109703,198420734
10/31/2021,24.99274826,24.99274826,25.29345512,24.05469513,24.9114666,218835107
11/1/2021,25.63074875,25.63074875,26.47023964,24.17683411,25.00104332,356990406
